Brand,Model,Year,Mileage,Condition,Price,Number of Cylinders,Engine Capacity,Ratings,Color
Toyota,Camry,2009,155389,Locally Used, 3952000,,2400.0,,Silver
Lexus,IS,2009,142346,Locally Used, 5200000,,2500.0,,Grey
Toyota,RAV4,2007,92686,Foreign Used, 6032000,,3500.0,,White
Toyota,Camry,2007,90484,Locally Used, 3640000,,2400.0,,black
Mercedes-Benz,C300,2008,143900,Locally Used, 5200000,,3000.0,,Grey
Kia,Sorento,2012,151314,Locally Used, 4935000,,3500.0,,brown
Toyota,Camry,2020,37451,Foreign Used, 23920000,,2400.0,,brown
Land Rover,Range Rover Evoque,2014,165454,Locally Used, 9880000,,2000.0,,White
Toyota,Corolla,2013,184567,Locally Used, 4472000,,1800.0,,Blue
Hyundai,Elantra,2013,249257,Foreign Used, 5720000,,1800.0,,black
Toyota,Hilux,2014,229329,Locally Used, 10400000,,2700.0,,White
Acura,MDX,2010,198774,Foreign Used, 8632000,,3700.0,,Silver
Mercedes-Benz,GL-Class,2009,113376,Locally Used, 8320000,,5500.0,,black
Toyota,Camry,2007,280289,Locally Used, 2625000,,3500.0,,black
Toyota,Corolla,2010,87422,Foreign Used, 5200000,,1800.0,,Silver
Toyota,Camry,2006,200685,Foreign Used, 3952000,,3000.0,,gold
Mercedes-Benz,GLK-Class,2011,128298,Locally Used, 8840000,,3500.0,,White
Lexus,GX,2017,47195,Locally Used, 41800000,,4600.0,,black
Toyota,Venza,2013,134592,Foreign Used, 12480000,,3500.0,,Grey
Mercedes-Benz,C300,2008,137009,Foreign Used, 5620000,,3000.0,,black
Toyota,RAV4,2010,187274,Foreign Used, 7072000,,3500.0,,black
Toyota,Camry,2007,168215,Locally Used, 3328000,,2400.0,,black
Toyota,Hilux,2014,229329,Locally Used, 10400000,,2700.0,,White
Land Rover,Range Rover Evoque,2014,165454,Locally Used, 9880000,,2000.0,,White
Mercedes-Benz,CLA-Class,2015,190355,Foreign Used, 13000000,,2000.0,,Grey
Hyundai,Elantra,2013,249257,Foreign Used, 5720000,,1800.0,,black
Toyota,Corolla,2011,98119,Locally Used, 4680000,,1800.0,,Red
Toyota,Camry,2009,155389,Locally Used, 3952000,,2400.0,,Silver
Toyota,Corolla,2013,184567,Locally Used, 4472000,,1800.0,,Blue
Toyota,Land Cruiser Prado,2019,2405,Locally Used, 46800000,,2700.0,,black
Mercedes-Benz,GL-Class,2009,113376,Locally Used, 8320000,,5500.0,,black
Nissan,Rogue,2009,163603,Locally Used, 3150000,,2500.0,,Silver
Mercedes-Benz,GLK-Class,2011,128298,Locally Used, 8840000,,3500.0,,White
Lexus,GX,2017,47195,Locally Used, 41800000,,4600.0,,black
Toyota,Sienna,2011,139079,Foreign Used, 8375000,6.0,3500.0,,Silver
Mercedes-Benz,GL-Class,2007,122342,Locally Used, 6240000,,4700.0,,black
Hyundai,Santa Fe,2007,140588,Foreign Used, 4264000,,3300.0,,Blue
Toyota,Highlander,2005,425506,Foreign Used, 5616000,,3300.0,,Green
Toyota,Sienna,2007,210408,Foreign Used, 6032000,,3500.0,,White
Toyota,Corolla,2009,118485,Foreign Used, 5200000,,1800.0,,Silver
Toyota,Camry,2012,175598,Locally Used, 7072000,,2500.0,,Silver
Toyota,Tundra,2007,302015,Locally Used, 8400000,8.0,5700.0,,black
Toyota,Camry,2012,148323,Foreign Used, 5880000,,2500.0,,Red
Toyota,Tacoma,2012,204665,Foreign Used, 13000000,6.0,4000.0,,Grey
Ford,Edge,2008,259900,Locally Used, 3328000,6.0,3500.0,,black
Toyota,Camry,2013,114504,Foreign Used, 6300000,,2500.0,,Silver
Toyota,Venza,2010,156769,Foreign Used, 10400000,,3500.0,,Blue
Ford,Edge,2007,372747,Foreign Used, 3990000,,3500.0,,black
Hyundai,Santa Fe,2008,127191,Locally Used, 2310000,6.0,3300.0,,black
Toyota,Sienna,2006,156159,Locally Used, 2100000,,3300.0,,Silver
Toyota,Venza,2010,255069,Locally Used, 5720000,,2700.0,,Green
Toyota,Camry,2007,225586,Locally Used, 2415000,,2400.0,,black
Honda,CR-V,2005,185365,Locally Used, 1960000,4.0,2000.0,,White
Peugeot,307,2008,738953,Locally Used, 1365000,,2000.0,,White
Toyota,Camry,2007,16124,Locally Used, 2100000,,3500.0,,Blue
Toyota,Sienna,2006,164082,Locally Used, 2920000,,3300.0,,White
Toyota,Camry,2002,332837,Locally Used, 1612000,,2400.0,,Blue
Lexus,IS,2011,126208,Locally Used, 4200000,,2500.0,,black
Lexus,RX,2005,171005,Foreign Used, 6240000,6.0,3300.0,,Silver
Ford,Edge,2011,360099,Foreign Used, 5670000,,3500.0,,White
Toyota,Camry,2009,289750,Locally Used, 3120000,,2400.0,,black
Ford,Edge,2010,133160,Locally Used, 5200000,,3500.0,,Red
Toyota,Highlander,2008,141947,Foreign Used, 7800000,6.0,3500.0,,Grey
Toyota,Camry,2009,171063,Foreign Used, 4784000,,2400.0,,Silver
Toyota,Tundra,2008,51535,Locally Used, 10400000,,5700.0,,Grey
Mercedes-Benz,M Class,2014,84303,Foreign Used, 15080000,,3500.0,,black
Toyota,Highlander,2002,113024,Foreign Used, 5200000,,3000.0,,Blue
Lexus,IS,2009,170491,Foreign Used, 5720000,,2500.0,,Silver
Toyota,Camry,2004,342874,Locally Used, 2600000,,3000.0,,Blue
Toyota,Sienna,2012,157753,Locally Used, 7800000,,3500.0,,Grey
Toyota,Camry,2007,105430,Foreign Used, 4680000,,2400.0,,Grey
Lexus,RX,2004,202365,Foreign Used, 6240000,,3300.0,,Blue
Toyota,Highlander,2008,107641,Foreign Used, 8112000,,3500.0,,Blue
Toyota,Highlander,2010,259667,Locally Used, 7280000,,3500.0,,Silver
Lexus,ES,2007,236543,Locally Used, 3952000,6.0,3500.0,,black
Mercedes-Benz,GL-Class,2015,110210,Locally Used, 26000000,,3500.0,,Silver
Toyota,Venza,2009,204741,Foreign Used, 8400000,6.0,3500.0,,White
Toyota,RAV4,2016,107590,Foreign Used, 11025000,,2400.0,,Red
Toyota,Camry,2004,173541,Foreign Used, 3432000,,2400.0,,Blue
Honda,Ridgeline,2006,298936,Foreign Used, 6448000,6.0,3500.0,,Grey
Toyota,Camry,2013,219135,Foreign Used, 5250000,,2500.0,,black
Toyota,Corolla,2016,103595,Foreign Used, 7140000,,1800.0,,black
Lexus,ES,2011,143371,Foreign Used, 6300000,6.0,3500.0,,Silver
Lexus,GX,2004,305087,Locally Used, 5200000,,4700.0,,black
Toyota,Camry,2007,198522,Locally Used, 3120000,,2400.0,,Grey
Toyota,Corolla,2008,285020,Foreign Used, 4368000,,1800.0,,Grey
Lexus,ES,2005,217281,Locally Used, 3224000,,3300.0,,Silver
Toyota,Tundra,2012,99670,Foreign Used, 12600000,,4600.0,,White
Pontiac,Vibe,2009,190277,Foreign Used, 4388000,,2400.0,,Blue
Toyota,Corolla,2012,159187,Locally Used, 4992000,4.0,1800.0,,black
Lexus,ES,2007,236543,Locally Used, 3952000,6.0,3500.0,,black
Mercedes-Benz,M Class,2014,84303,Foreign Used, 15080000,,3500.0,,black
Lexus,RX,2004,202365,Foreign Used, 6240000,,3300.0,,Blue
Lexus,IS,2008,110417,Locally Used, 3465000,,2500.0,,Red
Mercedes-Benz,M Class,2013,224238,Locally Used, 14560000,,3500.0,,White
Lexus,GX,2004,305087,Locally Used, 5200000,,4700.0,,black
Honda,Ridgeline,2006,298936,Foreign Used, 6448000,6.0,3500.0,,Grey
Lexus,IS,2009,170491,Foreign Used, 5720000,,2500.0,,Silver
Toyota,Camry,2003,183540,Locally Used, 2704000,,2400.0,,Silver
Lexus,ES,2011,143371,Foreign Used, 6300000,6.0,3500.0,,Silver
Toyota,Corolla,2009,87059,Locally Used, 3536000,,1800.0,,gold
Toyota,Camry,2012,55441,Locally Used, 6448000,,2500.0,,black
Mercedes-Benz,M Class,2006,205049,Foreign Used, 9360000,,3500.0,,White
Land Rover,Lr3,2007,13172,Locally Used, 5250000,,4400.0,,black
Toyota,Corolla,2013,74654,Locally Used, 4680000,,1800.0,,black
Hyundai,Sonata,2012,214034,Foreign Used, 5200000,,2400.0,,black
Toyota,4-Runner,2005,318844,Locally Used, 5200000,,4000.0,,burgandy
Mercedes-Benz,GLK-Class,2015,156587,Foreign Used, 12075000,,3500.0,,Silver
Toyota,Corolla,2010,96901,Foreign Used, 6760000,,1800.0,,Red
Toyota,Corolla,2014,131885,Locally Used, 5375000,,1800.0,,black
Lexus,ES,2013,69929,Foreign Used, 10920000,6.0,3500.0,,black
Toyota,Highlander,2008,113950,Foreign Used, 6825000,,3500.0,,Blue
Toyota,Camry,2004,130544,Locally Used, 2600000,,3000.0,,Blue
Toyota,Tacoma,2008,311069,Foreign Used, 7350000,,4000.0,,black
Toyota,Highlander,2008,156672,Locally Used, 6240000,,3500.0,,gold
Toyota,Camry,2009,171063,Foreign Used, 4784000,,2400.0,,Silver
Toyota,Corolla,2014,39995,Locally Used, 5824000,,1800.0,,Grey
Toyota,Camry,2003,133222,Locally Used, 2392000,,2400.0,,Green
Land Rover,Lr3,2007,13172,Locally Used, 5250000,,4400.0,,black
Mercedes-Benz,M Class,2015,6369,Foreign Used, 14910000,,3500.0,,Grey
Toyota,Corolla,2004,105417,Locally Used, 2704000,4.0,1800.0,,Grey
Toyota,Highlander,2006,121904,Foreign Used, 5304000,,3300.0,,gold
Toyota,Corolla,2009,87059,Locally Used, 3536000,,1800.0,,gold
Toyota,Corolla,2012,117068,Foreign Used, 5512000,,1800.0,,Grey
Toyota,Camry,2012,55441,Locally Used, 6448000,,2500.0,,black
Toyota,Highlander,2008,151646,Locally Used, 5000000,,3500.0,,Blue
Mercedes-Benz,M Class,2006,205049,Foreign Used, 9360000,,3500.0,,White
Lexus,ES,2014,76023,Locally Used, 13000000,,3500.0,,Silver
Toyota,Corolla,2004,113880,Locally Used, 2912000,,1800.0,,Red
Toyota,Corolla,2012,138087,Locally Used, 5928000,,1800.0,,black
Toyota,RAV4,2007,346405,Locally Used, 4160000,,2400.0,,White
Ford,Fusion,2013,51603,Foreign Used, 9975000,,1600.0,,Silver
Toyota,Corolla,2008,285020,Foreign Used, 4368000,,1800.0,,Grey
Toyota,Camry,2012,203698,Foreign Used, 6090000,,2500.0,,black
Toyota,Camry,2009,307893,Foreign Used, 4784000,,2400.0,,Grey
Toyota,Venza,2009,332037,Locally Used, 6780000,,3500.0,,black
Honda,Pilot,2006,94583,Foreign Used, 4160000,,3500.0,,black
Toyota,Tacoma,2006,216119,Foreign Used, 9360000,,3700.0,,black
Mercedes-Benz,M Class,2015,55296,Foreign Used, 15330000,,3500.0,,White
Toyota,Highlander,2011,63845,Foreign Used, 12480000,,3500.0,,Grey
Lexus,RX 350,2014,104116,Foreign Used, 15080000,,3500.0,,Blue
Toyota,Camry,2009,67847,Locally Used, 3536000,4.0,2400.0,,Red
Lexus,ES,2014,210580,Foreign Used, 13140000,6.0,3500.0,,Grey
Hyundai,Sonata,2012,214034,Foreign Used, 5200000,,2400.0,,black
Toyota,Camry,2007,162841,Locally Used, 4056000,,2400.0,,Silver
Toyota,Camry,2007,121805,Locally Used, 3120000,,2400.0,,Green
Honda,Pilot,2006,290172,Foreign Used, 5200000,,3500.0,,White
Ford,Edge,2012,156750,Locally Used, 6552000,,3500.0,,Red
Lexus,ES,2013,69929,Foreign Used, 10920000,6.0,3500.0,,black
Toyota,Highlander,2013,176845,Locally Used, 8320000,6.0,3500.0,,Silver
Lexus,ES,2009,113298,Foreign Used, 5824000,,3500.0,,brown
Toyota,Venza,2009,149467,Locally Used, 6240000,,3500.0,,Silver
Mercedes-Benz,M Class,2012,186958,Foreign Used, 13125000,,3500.0,,Grey
Toyota,Camry,2015,65510,Locally Used, 7800000,,2500.0,,Silver
Mercedes-Benz,GLK-Class,2010,256449,Locally Used, 6968000,,3500.0,,Blue
Toyota,Camry,2007,104203,Foreign Used, 5720000,,3500.0,,Silver
Mazda,CX-9,2009,384535,Foreign Used, 5928000,,3700.0,,Silver
Toyota,Camry,2007,116764,Locally Used, 3848000,,2400.0,,Red
Mazda,CX-9,2009,384535,Foreign Used, 5928000,,3700.0,,Silver
Toyota,Corolla,2014,39995,Locally Used, 5824000,,1800.0,,Grey
Toyota,Camry,2009,228053,Locally Used, 3016000,,2400.0,,Blue
Toyota,Corolla,2009,224166,Locally Used, 3640000,,1800.0,,Grey
Mercedes-Benz,GLK-Class,2010,256449,Locally Used, 6968000,,3500.0,,Blue
Toyota,Camry,2004,207878,Locally Used, 2808000,,2400.0,,black
Nissan,Pathfinder,2006,154331,Locally Used, 3016000,,4000.0,,Silver
Lexus,RX 350,2014,104116,Foreign Used, 15080000,,3500.0,,Blue
Toyota,Camry,2015,65510,Locally Used, 7800000,,2500.0,,Silver
Toyota,Camry,2012,265824,Locally Used, 4680000,4.0,2500.0,,black
Toyota,Highlander,2008,151646,Locally Used, 5000000,,3500.0,,Blue
Toyota,Matrix,2005,318227,Foreign Used, 3536000,4.0,1800.0,,black
Toyota,Venza,2009,353224,Locally Used, 7280000,,2700.0,,Red
Toyota,Highlander,2003,193170,Locally Used, 2912000,6.0,3300.0,,Green
Honda,Accord Crosstour,2012,169271,Foreign Used, 6040000,,2400.0,,Grey
Ford,Fusion,2013,309757,Foreign Used, 7665000,,1600.0,,black
Mercedes-Benz,M Class,2012,186958,Foreign Used, 13125000,,3500.0,,Grey
Toyota,Corolla,2013,142741,Locally Used, 4472000,,1800.0,,Grey
Mercedes-Benz,C300,2011,118154,Foreign Used, 6760000,,3000.0,,Grey
Toyota,Camry,2009,182109,Locally Used, 3120000,,2400.0,,black
Honda,Pilot,2004,238062,Locally Used, 2080000,,3500.0,,Silver
Mercedes-Benz,GL-Class,2016,67226,Locally Used, 21000000,,2000.0,,black
Toyota,Highlander,2010,138164,Foreign Used, 8839995,,3500.0,,black
Toyota,Sienna,2011,265576,Foreign Used, 7350000,,3500.0,,White
Mercedes-Benz,C300,2008,8500,Foreign Used, 7072000,,3000.0,,Silver
Toyota,Camry,2005,110031,Foreign Used, 3848000,,2400.0,,Green
Toyota,RAV4,2011,178195,Locally Used, 5200000,,2500.0,,black
Honda,Accord,2010,204994,Foreign Used, 5200000,,2400.0,,Silver
Toyota,Camry,2005,110031,Foreign Used, 3848000,,2400.0,,Green
Toyota,Highlander,2010,191252,Locally Used, 8320000,,3500.0,,black
Lexus,IS,2011,126208,Locally Used, 4200000,,2500.0,,black
Mazda,CX-7,2007,240472,Foreign Used, 4160000,,2300.0,,White
Toyota,Camry,2008,170919,Locally Used, 2912000,,2400.0,,Blue
Toyota,Camry,2007,152499,Locally Used, 3120000,,2400.0,,Green
Toyota,4-Runner,2003,174774,Locally Used, 5200000,,4000.0,,beige
Toyota,Camry,2008,236366,Locally Used, 3120000,,2400.0,,gold
Toyota,Corolla,2004,189433,Foreign Used, 3640000,,1800.0,,Grey
Mercedes-Benz,GL-Class,2013,255241,Foreign Used, 14700000,,4700.0,,Grey
Honda,Accord,2014,298307,Locally Used, 6300000,,2500.0,,Red
Toyota,4-Runner,2016,51244,Locally Used, 23100000,,4000.0,,Grey
Mazda,CX-9,2007,116395,Locally Used, 4725000,,3500.0,,brown
Lexus,RX 350,2011,123278,Locally Used, 9672000,,3500.0,,black
Hyundai,Santa Fe,2018,4756,Locally Used, 14700000,,2400.0,,Grey
Nissan,Pathfinder,2008,133744,Locally Used, 5200000,,5600.0,,Silver
Ford,Ranger,2013,197322,Locally Used, 5775000,,2500.0,,black
Toyota,Camry,2008,170919,Locally Used, 2912000,,2400.0,,Blue
Hyundai,Santa Fe,2016,229680,Foreign Used, 14560000,,2000.0,,Grey
Toyota,Corolla,2019,44466,Foreign Used, 12480000,,1800.0,,Blue
Toyota,Camry,2007,152499,Locally Used, 3120000,,2400.0,,Green
Ford,Ranger,2013,205801,Locally Used, 5775000,,2500.0,,Grey
Hyundai,Sonata,2013,175889,Locally Used, 3952000,,2400.0,,black
Honda,Ridgeline,2007,452016,Locally Used, 3640000,6.0,3000.0,,black
Toyota,Camry,2008,236366,Locally Used, 3120000,,2400.0,,gold
Toyota,Corolla,2010,360532,Foreign Used, 5200000,,1800.0,,Red
Toyota,Corolla,2006,200331,Foreign Used, 4160000,,1800.0,,black
Toyota,Highlander,2010,191252,Locally Used, 8320000,,3500.0,,black
Toyota,Corolla,2010,75742,Locally Used, 3744000,,1800.0,,Red
Toyota,Highlander,2008,151646,Locally Used, 5000000,,3500.0,,Blue
Toyota,Camry,2002,137065,Locally Used, 2080000,,2400.0,,gold
Toyota,Camry,2008,209214,Locally Used, 2808000,,2400.0,,Grey
Mercedes-Benz,M Class,2006,162879,Locally Used, 4160000,,3500.0,,Red
Toyota,Corolla,2008,238539,Locally Used, 3224000,,1800.0,,black
Ford,Edge,2007,293941,Foreign Used, 3675000,,3500.0,,Red
Toyota,Camry,2011,128048,Locally Used, 3432000,,2500.0,,black
Toyota,Highlander,2015,126210,Foreign Used, 15600000,,3500.0,,Blue
Toyota,Avalon,2006,372283,Locally Used, 2496000,,3500.0,,gold
Toyota,Corolla,2006,288324,Locally Used, 2808000,,1800.0,,Blue
Toyota,Corolla,2003,482800,Locally Used, 2600000,,1800.0,,Grey
Toyota,Corolla,2006,226989,Locally Used, 2704000,,1800.0,,black
Toyota,RAV4,2009,105970,Locally Used, 3255000,,2500.0,,Red
Mercedes-Benz,CLA-Class,2014,64800,Locally Used, 9880000,,2000.0,,White
Toyota,Highlander,2012,69579,Locally Used, 7280000,,3500.0,,black
Mercedes-Benz,GL-Class,2012,18000,Locally Used, 7140000,,4700.0,,black
Lexus,ES,2007,180687,Locally Used, 3675000,,3500.0,,Red
Toyota,Sienna,2004,286308,Locally Used, 2808000,,3300.0,,Blue
Lexus,GX,2004,67645,Locally Used, 3800000,,4700.0,,black
Kia,Sorento,2008,121191,Foreign Used, 4200000,,3500.0,,White
Lexus,RX 350,2011,317397,Foreign Used, 11440000,,3500.0,,black
Honda,Accord,2015,119574,Locally Used, 5720000,,2400.0,,black
Toyota,Corolla,2006,195676,Locally Used, 2600000,,1800.0,,Blue
Toyota,Land Cruiser,2004,133877,Locally Used, 9975000,,4700.0,,black
Toyota,Corolla,2007,418832,Locally Used, 2604000,,1800.0,,Grey
Toyota,Camry,2007,10105,Locally Used, 2730000,4.0,2400.0,,Red
Toyota,Hilux,2010,203847,Locally Used, 6600000,4.0,3000.0,,White
Mercedes-Benz,E350,2012,152443,Foreign Used, 7900000,,3500.0,,black
Mercedes-Benz,S-Class,2008,225391,Locally Used, 6240000,,5500.0,,Grey
Toyota,Highlander,2008,123568,Foreign Used, 8320000,6.0,3500.0,,purple
Hyundai,Sonata,2011,354812,Locally Used, 3640000,,2400.0,,black
Toyota,Sienna,2008,90251,Foreign Used, 4700000,,3500.0,,gold
Toyota,Corolla,2005,177226,Locally Used, 2392000,,1600.0,,Silver
Toyota,Corolla,2007,185697,Locally Used, 3120000,,1800.0,,Blue
Toyota,Highlander,2007,386283,Locally Used, 3640000,,3300.0,,gold
Acura,MDX,2007,154581,Foreign Used, 4200000,,3700.0,,Grey
Toyota,Corolla,2006,169566,Locally Used, 2500000,4.0,1800.0,,black
Mercedes-Benz,GL-Class,2013,60665,Locally Used, 12480000,,4700.0,,black
Toyota,Corolla,2008,236165,Locally Used, 3120000,,1800.0,,Green
Toyota,Camry,2006,177536,Locally Used, 2340000,,3000.0,,Blue
Mercedes-Benz,GL-Class,2013,60665,Locally Used, 12480000,,4700.0,,black
Toyota,Sienna,2003,178788,Foreign Used, 3640000,,3000.0,,White
Toyota,Camry,2005,222499,Locally Used, 2600000,,2400.0,,Grey
Toyota,Corolla,2015,106931,Locally Used, 5720000,,1800.0,,White
Toyota,HiAce,2010,145818,Locally Used, 9450000,,2700.0,,White
Lexus,GX,2007,136944,Locally Used, 5200000,8.0,4700.0,,black
Land Rover,Range Rover Evoque,2012,157782,Foreign Used, 9450000,,2000.0,,Green
Toyota,Camry,2007,194155,Locally Used, 2625000,,2400.0,,Green
Lexus,IS,2006,130515,Locally Used, 3441000,6.0,2500.0,,Grey
Lexus,GS,2008,149808,Foreign Used, 4830000,,3400.0,,black
Toyota,Camry,2003,185448,Locally Used, 2080000,,2400.0,,Blue
Toyota,Camry,2005,101778,Foreign Used, 3465000,,2400.0,,Blue
Toyota,Corolla,2007,165518,Foreign Used, 4004000,,1800.0,,Red
Lexus,GS,2010,157948,Foreign Used, 5250000,,3500.0,,Blue
Toyota,Corolla,2004,299999,Locally Used, 2600000,4.0,1800.0,,Silver
Mercedes-Benz,GL-Class,2007,235866,Locally Used, 4680000,8.0,4700.0,,black
Ford,Explorer,2012,94805,Foreign Used, 8840000,,3500.0,,White
Toyota,Corolla,2015,47536,Foreign Used, 8320000,,1800.0,,Silver
Toyota,Corolla,2014,134387,Locally Used, 5240000,,1800.0,,black
Honda,Pilot,2009,140952,Foreign Used, 5250000,,3500.0,,black
Toyota,Corolla,2009,74638,Foreign Used, 4992000,,1800.0,,White
Toyota,Highlander,2019,89249,Foreign Used, 22050000,,3500.0,,black
Toyota,Corolla,2007,199686,Locally Used, 2600000,,1800.0,,gold
Mercedes-Benz,C300,2015,41559,Locally Used, 10400000,,3500.0,,black
Toyota,Camry,2008,203579,Foreign Used, 3885000,,2400.0,,black
Toyota,Corolla,2009,226059,Locally Used, 2730000,,1800.0,,Blue
Nissan,Rogue,2009,84322,Locally Used, 3045000,,2500.0,,Grey
Nissan,Murano,2009,143575,Locally Used, 3150000,,3500.0,,black
Honda,Odyssey,2006,366654,Foreign Used, 3465000,,3500.0,,Blue
Toyota,Camry,2010,168007,Foreign Used, 4992000,,2500.0,,White
Toyota,Sienna,2004,275786,Foreign Used, 4680000,,3300.0,,Silver
Mercedes-Benz,GL-Class,2008,115647,Locally Used, 6760000,,4000.0,,black
Toyota,Corolla,2009,240162,Locally Used, 2940000,,1800.0,,black
Toyota,RAV4,2009,92709,Locally Used, 5200000,,2500.0,,Green
Lexus,GS,2013,162597,Locally Used, 8400000,6.0,3500.0,,Silver
Honda,Odyssey,2007,336620,Foreign Used, 3640000,,3500.0,,Grey
Toyota,Camry,2012,332677,Foreign Used, 6825000,,2800.0,,Red
Lexus,ES,2007,84302,Locally Used, 4784000,6.0,3500.0,,Silver
Kia,Optima,2013,159397,Locally Used, 3640000,,2000.0,,black
Lexus,GS,2013,162597,Locally Used, 8400000,6.0,3500.0,,Silver
Toyota,Camry,2012,332677,Foreign Used, 6825000,,2800.0,,Red
Toyota,Sienna,2009,179838,Foreign Used, 5096000,,3500.0,,Silver
Honda,Odyssey,2010,140352,Foreign Used, 4160000,,3500.0,,Grey
Ford,Explorer,2015,98142,Foreign Used, 7875000,6.0,3500.0,,Red
Toyota,Corolla,2006,188791,Locally Used, 2600000,,1300.0,,black
Honda,Pilot,2012,9999,Locally Used, 4680000,,3500.0,,Blue
Toyota,Corolla,2011,80190,Foreign Used, 4888000,,1800.0,,Blue
Honda,Accord,2016,87149,Locally Used, 6240000,,2500.0,,black
Toyota,RAV4,2011,121804,Locally Used, 3675000,4.0,2400.0,,black
Hyundai,Santa Fe,2014,51214,Locally Used, 5880000,,2400.0,,Silver
Hyundai,Sonata,2015,285046,Locally Used, 7800000,,2400.0,,black
Toyota,Sienna,2005,113498,Foreign Used, 3675000,,3300.0,,Blue
Toyota,Highlander,2002,31361,Locally Used, 3120000,6.0,3000.0,,Silver
Mercedes-Benz,C300,2009,111719,Locally Used, 4160000,,3500.0,,White
Toyota,Highlander,2007,158262,Foreign Used, 5720000,,2400.0,,gold
Toyota,Corolla,2006,271117,Locally Used, 2496000,,1800.0,,gold
Toyota,Corolla,2006,247533,Locally Used, 2600000,,1800.0,,black
Toyota,Corolla,2016,167175,Foreign Used, 8112000,4.0,1800.0,,black
Ford,Explorer,2012,141694,Locally Used, 4962000,,3500.0,,Red
Toyota,Land Cruiser Prado,2011,113154,Locally Used, 15600000,4.0,2700.0,,black
Toyota,Corolla,2007,194560,Foreign Used, 3848000,,1800.0,,Green
Toyota,Camry,2002,238950,Foreign Used, 3432000,,2400.0,,black
Lexus,RX 330,2004,227393,Locally Used, 4992000,,3300.0,,Blue
Lexus,ES,2013,77351,Locally Used, 7875000,6.0,3500.0,,black
Toyota,Corolla,2007,49635,Foreign Used, 4160000,,1800.0,,Silver
Toyota,Sienna,2004,362622,Locally Used, 3328000,,3300.0,,Silver
Lexus,RX 300,2000,353393,Foreign Used, 3848000,,3000.0,,black
Lexus,ES,2005,158940,Foreign Used, 4160000,6.0,3300.0,,gold
Toyota,Corolla,2009,230924,Foreign Used, 4992000,4.0,1800.0,,Red
Toyota,Corolla,2010,111688,Foreign Used, 4200000,,1800.0,,black
Mercedes-Benz,C300,2009,54863,Locally Used, 4368000,,3000.0,,Grey
Toyota,RAV4,2008,194417,Foreign Used, 4625000,,2400.0,,black
Mercedes-Benz,M Class,2002,128442,Locally Used, 4160000,,3200.0,,black
Ford,Edge,2007,182661,Locally Used, 2808000,,3500.0,,purple
Toyota,Sienna,2000,739232,Locally Used, 2080000,,3000.0,,gold
Toyota,Sienna,2002,177348,Foreign Used, 3640000,6.0,3000.0,,gold
Toyota,Highlander,2009,175427,Locally Used, 6760000,,3500.0,,Grey
Hyundai,Santa Fe,2007,164376,Locally Used, 3328000,,2700.0,,gold
Mercedes-Benz,C300,2010,225669,Locally Used, 4784000,,3000.0,,White
Mercedes-Benz,C300,2008,412599,Locally Used, 3744000,,3000.0,,black
Toyota,Camry,2012,276388,Foreign Used, 5880000,4.0,2500.0,,Red
Toyota,Corolla,2013,150495,Locally Used, 4712000,,1800.0,,Silver
Mercedes-Benz,C300,2012,84685,Locally Used, 6032000,6.0,3000.0,,black
Lexus,IS,2007,97418,Locally Used, 3255000,,3500.0,,Silver
Ford,Expedition,2008,193710,Locally Used, 3850000,,5400.0,,black
Nissan,Altima,2009,354986,Foreign Used, 3675000,,2500.0,,Blue
Lexus,ES,2008,156040,Locally Used, 4160000,6.0,3500.0,,Red
Toyota,Matrix,2007,299999,Locally Used, 2600000,,1800.0,,Blue
Honda,Accord Crosstour,2010,189280,Locally Used, 3744000,,3500.0,,black
Mercedes-Benz,E350,2011,224610,Locally Used, 5720000,6.0,3500.0,,White
Honda,Accord,2008,89132,Locally Used, 3120000,,3500.0,,black
Lexus,GS,2008,130777,Locally Used, 3150000,,3500.0,,black
Toyota,Camry,2002,206195,Locally Used, 2028000,,3000.0,,gold
Toyota,Venza,2010,255069,Locally Used, 5720000,,2700.0,,Green
Toyota,Corolla,2004,261804,Locally Used, 2100000,,1800.0,,Red
Mercedes-Benz,M Class,2010,223912,Locally Used, 8640000,,3500.0,,White
Lexus,IS,2010,212537,Foreign Used, 7280000,,2500.0,,black
Toyota,Corolla,2015,76257,Locally Used, 5040000,,1800.0,,black
Honda,Ridgeline,2006,188615,Foreign Used, 8320000,,3500.0,,Silver
Toyota,Camry,2013,178358,Locally Used, 5304000,4.0,2500.0,,Grey
Honda,CR-V,2013,100633,Locally Used, 5200000,,1800.0,,black
Honda,Ridgeline,2007,310828,Locally Used, 3640000,6.0,3500.0,,Grey
Lexus,GS,2015,118730,Locally Used, 16800000,,3500.0,,black
Toyota,Corolla,2008,87577,Foreign Used, 4680000,,2400.0,,black
Mazda,CX-9,2019,100318,Foreign Used, 21000000,,2500.0,,White
Toyota,Camry,2011,245727,Foreign Used, 4200000,,2500.0,,Blue
Mazda,CX-9,2007,182100,Foreign Used, 3885000,,3500.0,,Blue
Toyota,Corolla,2009,262542,Locally Used, 2940000,,1800.0,,black
Hyundai,Elantra,2013,99999,Locally Used, 4680000,,1600.0,,black
Kia,Sorento,2014,108026,Locally Used, 3675000,,1600.0,,black
Lexus,ES,2010,204658,Locally Used, 3890000,,3500.0,,black
