brand,model,mileage,condition,year,color,engine_size,cylinder,price
Hyundai,Santa Fe,70808,Foreign Used,2017,Silver,3300,NULL,"₦ 17,850,000"
Mercedes-Benz,C300,150928,Foreign Used,2008,Black,3000,NULL,"₦ 5,145,000"
Toyota,Camry,128339,Nigerian Used,2007,Gray,3500,NULL,"₦ 2,720,000"
Toyota,Camry,293070,Nigerian Used,2005,Gold,2400,NULL,"₦ 2,288,000"
Toyota,Corolla,108760,Nigerian Used,2015,Off white,1800,NULL,"₦ 5,145,000"
Toyota,Corolla,80077,Nigerian Used,2016,Gray,1800,NULL,"₦ 4,935,000"
Toyota,Matrix,68888,Nigerian Used,2008,Silver,1800,4,"₦ 3,640,000"
Nissan,Sentra,67821,Nigerian Used,2014,Gray,1800,NULL,"₦ 4,725,000"
Ford,Edge,45389,Nigerian Used,2017,Black,2400,NULL,"₦ 15,750,000"
Toyota,Corolla,188616,Nigerian Used,2010,Black,1800,NULL,"₦ 3,352,000"
Mercedes-Benz,GLK-Class,34126,Nigerian Used,2010,White,3500,6,"₦ 5,775,000"
Lexus,RX 330,167290,Nigerian Used,2005,Black,3300,NULL,"₦ 3,780,000"
Toyota,Corolla,99756,Nigerian Used,2017,Gray,1800,4,"₦ 8,840,000"
Mercedes-Benz,C300,194738,Nigerian Used,2011,Black,3000,NULL,"₦ 3,465,000"
Toyota,Corolla,120627,Nigerian Used,2012,Black,1800,NULL,"₦ 2,940,000"
Toyota,Camry,159578,Nigerian Used,2008,Red,2400,NULL,"₦ 3,952,000"
Ford,Explorer,40832,Nigerian Used,2013,Black,3500,6,"₦ 4,200,000"
Mitsubishi,L200,152024,Nigerian Used,2005,White,2800,NULL,"₦ 3,885,000"
Toyota,RAV4,158779,Nigerian Used,2011,Black,2400,4,"₦ 4,583,250"
Mercedes-Benz,C350,289939,Foreign Used,2008,Black,3500,NULL,"₦ 3,885,000"
Toyota,Corolla,322341,Nigerian Used,2010,Gray,1800,NULL,"₦ 4,160,000"
Toyota,RAV4,158779,Nigerian Used,2011,Black,2400,4,"₦ 4,583,250"
Toyota,Camry,196375,Nigerian Used,2007,Gold,2400,NULL,"₦ 3,016,000"
Mazda,6,275964,Nigerian Used,2014,Gray,2500,NULL,"₦ 5,250,000"
Toyota,Camry,131636,Nigerian Used,2009,Blue,2300,NULL,"₦ 3,848,000"
Lexus,RX 350,52276,Nigerian Used,2010,Black,3500,NULL,"₦ 7,350,000"
Toyota,Camry,359326,Nigerian Used,2012,Black,2500,NULL,"₦ 4,784,000"
Mitsubishi,Pajero,207000,Foreign Used,2013,Black,3500,6,"₦ 17,900,000"
Mitsubishi,L200,152024,Nigerian Used,2005,White,2800,NULL,"₦ 3,885,000"
Toyota,Camry,174345,Foreign Used,2011,Silver,3600,NULL,"₦ 4,888,000"
Toyota,Camry,386616,Nigerian Used,2004,Black,2400,NULL,"₦ 3,120,000"
Toyota,Venza,76252,Nigerian Used,2012,Gray,3500,6,"₦ 6,825,000"
Mercedes-Benz,M Class,248916,Nigerian Used,2007,Black,3500,NULL,"₦ 3,591,000"
Mercedes-Benz,M Class,248916,Nigerian Used,2007,Black,3500,NULL,"₦ 3,591,000"
Toyota,Land Cruiser,253121,Nigerian Used,2000,Black,4700,NULL,"₦ 3,360,000"
Toyota,Camry,117506,Foreign Used,2005,Silver,2800,NULL,"₦ 3,360,000"
Toyota,Corolla,107412,Nigerian Used,2009,Gray,1800,NULL,"₦ 3,224,000"
Ford,Escape,126528,Nigerian Used,2014,Silver,1600,NULL,"₦ 4,200,000"
Toyota,Sienna,137744,Nigerian Used,2003,Gold,3000,6,"₦ 2,288,000"
Toyota,Camry,174345,Foreign Used,2011,Silver,3600,NULL,"₦ 4,888,000"
Toyota,Land Cruiser Prado,117219,Nigerian Used,2003,Black,2700,4,"₦ 5,775,000"
Toyota,Camry,300528,Foreign Used,2012,Black,2400,NULL,"₦ 7,280,000"
Kia,Sportage,147773,Nigerian Used,2015,Orange,2000,NULL,"₦ 4,200,000"
Toyota,Matrix,274498,Nigerian Used,2010,Gray,1800,NULL,"₦ 3,536,000"
Toyota,Highlander,624002,Foreign Used,2013,White,3500,NULL,"₦ 8,925,000"
Nissan,Frontier,407954,Foreign Used,2001,Black,2400,4,"₦ 2,730,000"
Ford,Edge,76565,Nigerian Used,2014,Black,3500,NULL,"₦ 3,675,000"
Toyota,Sienna,183637,Nigerian Used,2006,Red,3300,6,"₦ 3,640,000"
Toyota,Camry,131636,Nigerian Used,2009,Blue,2300,NULL,"₦ 3,848,000"
Mitsubishi,Pajero,207000,Foreign Used,2013,Black,3500,6,"₦ 17,900,000"
Mercedes-Benz,M Class,238874,Foreign Used,2011,White,3500,NULL,"₦ 9,880,000"
Hyundai,Elantra,152062,Nigerian Used,2014,Black,1800,NULL,"₦ 3,360,000"
Toyota,Highlander,146686,Foreign Used,2001,Gold,3000,6,"₦ 3,675,000"
Hyundai,Accent,275531,Foreign Used,2009,Blue,1600,NULL,"₦ 3,150,000"
Toyota,Corolla,264622,Nigerian Used,2008,Black,1800,NULL,"₦ 3,328,000"
Toyota,Camry,269194,Nigerian Used,2012,Gray,2500,NULL,"₦ 4,700,000"
Toyota,Camry,163432,Nigerian Used,2008,Gold,24000,NULL,"₦ 2,912,000"
Toyota,Camry,196375,Nigerian Used,2007,Gold,2400,NULL,"₦ 3,016,000"
Toyota,Camry,386616,Nigerian Used,2004,Black,2400,NULL,"₦ 3,120,000"
Lexus,ES,24825,Nigerian Used,2011,Black,3500,6,"₦ 4,677,750"
Toyota,Corolla,107192,Nigerian Used,2009,Silver,1800,NULL,"₦ 3,024,000"
Lexus,GX,215271,Nigerian Used,2008,Red,4700,8,"₦ 5,775,000"
Acura,TL,202146,Nigerian Used,2009,Black,3500,NULL,"₦ 3,675,000"
Honda,CR-V,110517,Nigerian Used,2014,Black,2400,4,"₦ 6,300,000"
Toyota,Corolla,126029,Nigerian Used,2004,Blue,1800,NULL,"₦ 2,297,167"
Toyota,Camry,103773,Nigerian Used,2007,Black,3500,6,"₦ 2,940,000"
Toyota,Sienna,500544,Foreign Used,2007,White,3500,6,"₦ 5,720,000"
Acura,TL,202146,Nigerian Used,2009,Black,3500,NULL,"₦ 3,675,000"
Hyundai,Elantra,259605,Foreign Used,2008,Gray,2000,NULL,"₦ 3,640,000"
Toyota,Corolla,183448,Nigerian Used,2004,Green,1800,NULL,"₦ 2,600,000"
Toyota,Land Cruiser,253121,Nigerian Used,2000,Black,4700,NULL,"₦ 3,360,000"
Toyota,Sienna,232300,Foreign Used,2011,Silver,1800,NULL,"₦ 6,700,000"
Honda,Accord Crosstour,54097,Nigerian Used,2010,Black,3500,NULL,"₦ 4,784,000"
Toyota,Highlander,310362,Nigerian Used,2010,Red,3500,6,"₦ 5,840,000"
Hyundai,Tucson,140380,Nigerian Used,2013,Brown,2000,NULL,"₦ 3,435,000"
Toyota,Camry,109191,Nigerian Used,2007,Gray,3500,NULL,"₦ 2,620,000"
Mercedes-Benz,M Class,209463,Foreign Used,2013,White,3500,6,"₦ 15,600,000"
Lexus,RX 350,223878,Nigerian Used,2009,Blue,3500,NULL,"₦ 3,700,000"
Toyota,Highlander,310362,Nigerian Used,2010,Red,3500,6,"₦ 5,840,000"
Toyota,Camry,103773,Nigerian Used,2007,Black,3500,6,"₦ 2,940,000"
Mitsubishi,L400,371183,Nigerian Used,1999,Brown,2000,NULL,"₦ 1,575,000"
Toyota,Corolla,158436,Nigerian Used,2007,Gray,1800,NULL,"₦ 2,205,000"
Toyota,Corolla,302766,Nigerian Used,2007,Black,1800,NULL,"₦ 2,704,000"
Toyota,Camry,95229,Nigerian Used,2008,Blue,2800,NULL,"₦ 2,912,000"
Toyota,Matrix,226646,Nigerian Used,2006,Gray,1800,NULL,"₦ 2,392,000"
Toyota,Corolla,257459,Nigerian Used,2005,Gold,1800,NULL,"₦ 3,120,000"
Mercedes-Benz,CLA-Class,90053,Nigerian Used,2014,White,2000,4,"₦ 7,350,000"
Toyota,Corolla,126029,Nigerian Used,2004,Blue,1800,NULL,"₦ 2,297,167"
Mercedes-Benz,E350,174135,Nigerian Used,2010,Silver,3500,NULL,"₦ 4,725,000"
Toyota,Sienna,232300,Foreign Used,2011,Silver,1800,NULL,"₦ 6,700,000"
Toyota,Sienna,500544,Foreign Used,2007,White,3500,6,"₦ 5,720,000"
Honda,Accord Crosstour,54097,Nigerian Used,2010,Black,3500,NULL,"₦ 4,784,000"
Mercedes-Benz,M Class,209463,Foreign Used,2013,White,3500,6,"₦ 15,600,000"
Toyota,Corolla,429898,Nigerian Used,2006,Gray,1800,NULL,"₦ 2,912,000"
Toyota,Corolla,302766,Nigerian Used,2007,Black,1800,NULL,"₦ 2,704,000"
Ford,Edge,76565,Nigerian Used,2014,Black,3500,NULL,"₦ 3,675,000"
Toyota,Camry,95229,Nigerian Used,2008,Blue,2800,NULL,"₦ 2,912,000"
Toyota,Matrix,160910,Nigerian Used,2004,Silver,1800,NULL,"₦ 2,600,000"
Toyota,Camry,163432,Nigerian Used,2008,Gold,24000,NULL,"₦ 2,912,000"
Toyota,Corolla,482800,Nigerian Used,2006,Silver,1800,NULL,"₦ 2,100,000"
Toyota,Corolla,158436,Nigerian Used,2007,Gray,1800,NULL,"₦ 2,205,000"
Toyota,Camry,184092,Nigerian Used,2007,Black,2400,NULL,"₦ 3,120,000"
Chevrolet,Malibu,153202,Nigerian Used,2003,Silver,3100,NULL,"₦ 1,575,000"
Toyota,Matrix,226646,Nigerian Used,2006,Gray,1800,NULL,"₦ 2,392,000"
Acura,MDX,308146,Nigerian Used,2007,Gray,3700,6,"₦ 3,452,000"
Toyota,Highlander,189330,Nigerian Used,2003,Black,3000,4,"₦ 2,625,000"
Toyota,Corolla,291898,Nigerian Used,2005,Gold,1800,NULL,"₦ 2,808,000"
Toyota,Corolla,364888,Nigerian Used,2006,Gray,1800,NULL,"₦ 2,912,000"
Mitsubishi,L400,371183,Nigerian Used,1999,Brown,2000,NULL,"₦ 1,575,000"
Mazda,CX-9,210567,Nigerian Used,2008,Silver,3700,6,"₦ 3,640,000"
Mercedes-Benz,E350,174135,Nigerian Used,2010,Silver,3500,NULL,"₦ 4,725,000"
Toyota,RAV4,276164,Nigerian Used,2008,Gold,2400,NULL,"₦ 3,255,000"
Toyota,Corolla,272157,Nigerian Used,2003,Silver,1800,NULL,"₦ 2,392,000"
Honda,Accord,122192,Nigerian Used,2013,Silver,3500,NULL,"₦ 6,760,000"
Toyota,Highlander,92575,Brand New,2014,White,3500,NULL,"₦ 18,450,000"
Toyota,Camry,282006,Foreign Used,2010,Black,2500,NULL,"₦ 4,888,000"
Toyota,Corolla,239564,Nigerian Used,2003,Blue,1800,NULL,"₦ 2,288,000"
Toyota,Camry,181597,Nigerian Used,2012,Red,2500,4,"₦ 4,692,000"
Toyota,Corolla,99906,Nigerian Used,2004,Silver,1800,NULL,"₦ 3,640,000"
Toyota,Corolla,132167,Nigerian Used,2009,Red,1800,NULL,"₦ 2,992,500"
Toyota,Corolla,285160,Nigerian Used,2005,Black,1800,NULL,"₦ 2,415,000"
Mercedes-Benz,C300,209629,Nigerian Used,2008,Gray,3000,6,"₦ 3,255,000"
Mercedes-Benz,CLA-Class,90053,Nigerian Used,2014,White,2000,4,"₦ 7,350,000"
Toyota,Corolla,341247,Foreign Used,2005,Black,1800,NULL,"₦ 3,570,000"
Honda,Pilot,87018,Nigerian Used,2009,Blue,3500,6,"₦ 3,952,000"
Toyota,Matrix,99088,Nigerian Used,2004,Blue,1800,NULL,"₦ 2,392,000"
Land Rover,Range Rover Sport,154807,Nigerian Used,2008,Black,4400,NULL,"₦ 4,200,000"
Lexus,ES,99471,Nigerian Used,2003,Green,3000,6,"₦ 2,704,000"
Toyota,Corolla,421928,Nigerian Used,2004,White,1800,NULL,"₦ 2,173,500"
Honda,CR-V,159807,Nigerian Used,2014,Silver,2400,NULL,"₦ 4,725,000"
Toyota,Corolla,186269,Nigerian Used,2003,Black,1800,NULL,"₦ 2,392,000"
Toyota,Corolla,194052,Nigerian Used,2003,Silver,1800,NULL,"₦ 2,600,000"
Pontiac,Vibe,179413,Nigerian Used,2009,Gray,2400,NULL,"₦ 3,640,000"
Toyota,Camry,457924,Nigerian Used,2009,Red,2400,NULL,"₦ 2,625,000"
Lexus,ES,69469,Nigerian Used,2008,Gray,3500,6,"₦ 3,675,000"
Toyota,Sienna,209950,Nigerian Used,1999,Gold,3000,6,"₦ 2,496,000"
Lexus,RX 300,170377,Nigerian Used,2001,Silver,3000,NULL,"₦ 2,600,000"
Dodge,RAM,248274,Nigerian Used,2003,Red,4700,6,"₦ 2,625,000"
Toyota,Corolla,285160,Nigerian Used,2005,Black,1800,NULL,"₦ 2,415,000"
Toyota,Camry,184092,Nigerian Used,2007,Black,2400,NULL,"₦ 3,120,000"
Toyota,FJ Cruiser,120858,Nigerian Used,2007,Red,3500,NULL,"₦ 3,465,000"
Toyota,Corolla,186269,Nigerian Used,2003,Black,1800,NULL,"₦ 2,392,000"
Toyota,Camry,96287,Nigerian Used,2003,Silver,2400,NULL,"₦ 1,680,000"
Dodge,Caliber,255745,Nigerian Used,2007,Silver,2000,NULL,"₦ 1,890,000"
Toyota,Camry,154456,Nigerian Used,2005,Silver,2400,NULL,"₦ 2,296,000"
Acura,MDX,120209,Nigerian Used,2011,Black,3700,NULL,"₦ 4,200,000"
Honda,CR-V,390198,Foreign Used,2006,Silver,2400,NULL,"₦ 3,848,000"
Lexus,RX 300,170377,Nigerian Used,2001,Silver,3000,NULL,"₦ 2,600,000"
Infiniti,QX56,90444,Nigerian Used,2011,Gray,5600,NULL,"₦ 6,260,000"
Toyota,Camry,191842,Nigerian Used,2009,Black,2400,NULL,"₦ 2,625,000"
Chrysler,Town&Country,450481,Nigerian Used,2005,Gray,3800,NULL,"₦ 2,205,000"
Honda,CR-V,102821,Nigerian Used,2012,Brown,2500,4,"₦ 4,725,000"
Toyota,Sienna,209950,Nigerian Used,1999,Gold,3000,6,"₦ 2,496,000"
Toyota,Camry,154456,Nigerian Used,2005,Silver,2400,NULL,"₦ 2,296,000"
Toyota,Corolla,289406,Nigerian Used,2004,White,1800,NULL,"₦ 2,047,500"
Lexus,LS,248512,Nigerian Used,2007,Green,4600,NULL,"₦ 6,300,000"
Toyota,Camry,91583,Nigerian Used,2008,Green,2400,NULL,"₦ 4,056,000"
Toyota,Matrix,148135,Nigerian Used,2009,Blue,1800,NULL,"₦ 3,150,000"
Dodge,Caliber,255745,Nigerian Used,2007,Silver,2000,NULL,"₦ 1,890,000"
Toyota,Camry,225751,Foreign Used,2003,Black,3000,NULL,"₦ 3,640,000"
Toyota,Corolla,170254,Nigerian Used,2003,Silver,1800,NULL,"₦ 2,100,000"
Honda,Crosstour,86522,Nigerian Used,2012,Blue,3500,6,"₦ 3,675,000"
Toyota,Camry,172878,Nigerian Used,2007,Green,2400,NULL,"₦ 2,730,000"
Toyota,Camry,96287,Nigerian Used,2003,Silver,2400,NULL,"₦ 1,680,000"
Toyota,Venza,89025,Nigerian Used,2013,Black,3500,NULL,"₦ 7,800,000"
Honda,CR-V,102821,Nigerian Used,2012,Brown,2500,4,"₦ 4,725,000"
Honda,Accord,101768,Nigerian Used,2014,Silver,2400,NULL,"₦ 4,620,000"
Nissan,Altima,143979,Nigerian Used,2013,Gray,2500,NULL,"₦ 3,150,000"
Toyota,Corolla,173642,Nigerian Used,2007,Blue,1800,NULL,"₦ 2,080,000"
Kia,Sorento,192087,Nigerian Used,2003,Gray,3500,NULL,"₦ 2,100,000"
Honda,Pilot,292623,Foreign Used,2007,Silver,3500,NULL,"₦ 3,848,000"
Nissan,Rogue,104339,Nigerian Used,2008,Silver,2500,4,"₦ 1,785,000"
Infiniti,QX56,90444,Nigerian Used,2011,Gray,5600,NULL,"₦ 6,260,000"
Toyota,RAV4,74687,Nigerian Used,2006,Red,2400,4,"₦ 2,940,000"
Chrysler,Town&Country,182878,Nigerian Used,2005,Gray,3300,NULL,"₦ 2,310,000"
Toyota,Corolla,149519,Nigerian Used,2008,Black,1800,NULL,"₦ 2,625,000"
Lexus,GS,147534,Nigerian Used,2006,Silver,3500,NULL,"₦ 3,045,000"
Toyota,Camry,191842,Nigerian Used,2009,Black,2400,NULL,"₦ 2,625,000"
Toyota,Camry,163269,Nigerian Used,2007,Silver,2400,4,"₦ 2,625,000"
Toyota,Camry,230198,Nigerian Used,2003,Gray,3000,NULL,"₦ 2,080,000"
Infiniti,G35,243563,Nigerian Used,2006,Blue,3500,NULL,"₦ 2,100,000"
Honda,Accord,95358,Nigerian Used,2009,Blue,2400,NULL,"₦ 2,310,000"
Toyota,Camry,225751,Foreign Used,2003,Black,3000,NULL,"₦ 3,640,000"
Toyota,Camry,120028,Nigerian Used,2007,Black,2400,4,"₦ 3,640,000"
Toyota,Highlander,184715,Nigerian Used,2003,Green,3000,NULL,"₦ 2,912,000"
Mercedes-Benz,C300,240474,Foreign Used,2009,Black,3000,NULL,"₦ 5,250,000"
Toyota,Corolla,204378,Nigerian Used,2008,Red,1800,NULL,"₦ 2,625,000"
Lexus,GS,147534,Nigerian Used,2006,Silver,3500,NULL,"₦ 3,045,000"
Toyota,Corolla,223734,Nigerian Used,2008,Silver,1800,NULL,"₦ 2,310,000"
Toyota,Sienna,366544,Nigerian Used,2001,White,3000,NULL,"₦ 1,768,000"
Toyota,Camry,281578,Nigerian Used,2007,Red,2500,NULL,"₦ 2,730,000"
Toyota,Corolla,170254,Nigerian Used,2003,Silver,1800,NULL,"₦ 2,100,000"
Infiniti,G35,243563,Nigerian Used,2006,Blue,3500,NULL,"₦ 2,100,000"
Kia,Rio,58088,Nigerian Used,2014,Silver,1400,4,"₦ 3,020,000"
Dodge,Durango,278920,Nigerian Used,2011,Gray,3600,NULL,"₦ 7,275,000"
Toyota,Venza,89025,Nigerian Used,2013,Black,3500,NULL,"₦ 7,800,000"
Dodge,Durango,278920,Nigerian Used,2011,Gray,3600,NULL,"₦ 7,275,000"
Mercedes-Benz,GL-Class,107062,Nigerian Used,2010,Gray,4600,8,"₦ 8,320,000"
Toyota,Auris,115783,Nigerian Used,2010,Blue,1400,NULL,"₦ 2,100,000"
Toyota,Sienna,218675,Foreign Used,2005,Blue,3300,NULL,"₦ 4,305,000"
Toyota,Avalon,162646,Nigerian Used,2007,Gray,3500,NULL,"₦ 2,600,000"
Toyota,RAV4,180661,Nigerian Used,2007,Blue,2500,NULL,"₦ 3,202,500"
Toyota,Camry,308426,Nigerian Used,2007,Red,2400,NULL,"₦ 3,640,000"
Toyota,Corolla,299999,Nigerian Used,2003,Black,1800,NULL,"₦ 2,100,000"
Toyota,Camry,124892,Nigerian Used,2013,Blue,2500,NULL,"₦ 4,515,000"
Nissan,Rogue,229256,Nigerian Used,2009,Blue,2500,NULL,"₦ 2,121,000"
Honda,CR-V,153755,Nigerian Used,2005,Red,2500,NULL,"₦ 2,600,000"
Tata,407,468164,Nigerian Used,2009,White,3700,NULL,"₦ 4,250,000"
Toyota,Camry,288644,Nigerian Used,2002,Burgandy,2400,NULL,"₦ 2,080,000"
Toyota,Corolla,254492,Foreign Used,2003,Black,1800,4,"₦ 2,310,000"
Toyota,Sienna,218675,Foreign Used,2005,Blue,3300,NULL,"₦ 4,305,000"
Mazda,Premacy,200604,Nigerian Used,2004,Green,2000,NULL,"₦ 1,635,000"
Toyota,Sienna,326021,Nigerian Used,2000,Gold,3000,NULL,"₦ 2,080,000"
Nissan,Rogue,229256,Nigerian Used,2009,Blue,2500,NULL,"₦ 2,121,000"
Toyota,Corolla,227085,Nigerian Used,2004,Gold,1800,NULL,"₦ 2,080,000"
Nissan,Sentra,184721,Nigerian Used,2013,Gray,1800,NULL,"₦ 2,625,000"
Mazda,CX-7,170526,Nigerian Used,2007,Silver,2300,NULL,"₦ 2,100,000"
Toyota,Avalon,162646,Nigerian Used,2007,Gray,3500,NULL,"₦ 2,600,000"
Toyota,Camry,373194,Nigerian Used,2007,Gold,2400,NULL,"₦ 2,935,000"
Toyota,RAV4,180661,Nigerian Used,2007,Blue,2500,NULL,"₦ 3,202,500"
Mercedes-Benz,GL-Class,107062,Nigerian Used,2010,Gray,4600,8,"₦ 8,320,000"
Toyota,Corolla,294974,Nigerian Used,2004,Blue,1800,NULL,"₦ 2,912,000"
Toyota,Camry,93290,Nigerian Used,2008,Black,2400,NULL,"₦ 2,625,000"
Chrysler,Town&Country,162503,Foreign Used,2008,White,3800,NULL,"₦ 1,825,000"
Toyota,Corolla,219449,Nigerian Used,2013,Black,1800,4,"₦ 3,360,000"
Mercedes-Benz,GL-Class,110373,Nigerian Used,2008,Silver,4700,NULL,"₦ 4,160,000"
Toyota,Sienna,224758,Nigerian Used,2007,Black,3300,NULL,"₦ 1,995,000"
Chevrolet,Traverse,94742,Nigerian Used,2012,Silver,3600,NULL,"₦ 8,925,000"
Toyota,RAV4,196448,Nigerian Used,2003,Black,2000,NULL,"₦ 2,600,000"
Toyota,Camry,91583,Nigerian Used,2008,Green,2400,NULL,"₦ 4,056,000"
Acura,MDX,142745,Nigerian Used,2003,Black,3500,NULL,"₦ 2,080,000"
Honda,Pilot,122437,Nigerian Used,2004,Silver,3500,NULL,"₦ 1,669,500"
Toyota,Camry,234125,Nigerian Used,2007,Red,2800,NULL,"₦ 2,625,000"
Lexus,ES,204636,Nigerian Used,2003,Black,3000,NULL,"₦ 2,310,000"
Mercedes-Benz,C200,125170,Nigerian Used,2007,Brown,1800,NULL,"₦ 3,150,000"
Kia,Cerato,101119,Nigerian Used,2010,Silver,1600,NULL,"₦ 2,730,000"
Tata,407,468164,Nigerian Used,2009,White,3700,NULL,"₦ 4,250,000"
Mitsubishi,Lancer,237718,Nigerian Used,2013,Blue,2000,NULL,"₦ 2,625,000"
Toyota,Camry,288644,Nigerian Used,2002,Burgandy,2400,NULL,"₦ 2,080,000"
Toyota,Corolla,32215,Nigerian Used,2004,Silver,1800,NULL,"₦ 2,100,000"
Toyota,Camry,251781,Nigerian Used,2003,Gold,2400,NULL,"₦ 2,392,000"
Toyota,Sienna,228509,Foreign Used,2001,Black,3500,NULL,"₦ 2,625,000"
Mercedes-Benz,GLK-Class,264033,Nigerian Used,2011,Black,3500,NULL,"₦ 7,540,000"
Acura,MDX,191410,Nigerian Used,2014,Gray,3500,NULL,"₦ 4,350,000"
Ford,Fusion,63400,Nigerian Used,2012,Blue,2500,NULL,"₦ 2,625,000"
Kia,Cerato,101119,Nigerian Used,2010,Silver,1600,NULL,"₦ 2,730,000"
Toyota,Highlander,121997,Foreign Used,2013,Blue,3500,6,"₦ 9,975,000"
Lexus,ES,204636,Nigerian Used,2003,Black,3000,NULL,"₦ 2,310,000"
Toyota,Camry,233595,Nigerian Used,2005,Silver,2800,NULL,"₦ 2,172,450"
Chrysler,Town&Country,162503,Foreign Used,2008,White,3800,NULL,"₦ 1,825,000"
Honda,CR-V,154313,Nigerian Used,2007,Gold,2400,NULL,"₦ 4,160,000"
Mazda,CX-7,170526,Nigerian Used,2007,Silver,2300,NULL,"₦ 2,100,000"
Toyota,Sequoia,112695,Nigerian Used,2003,Silver,4700,NULL,"₦ 2,080,000"
Mazda,6,331987,Nigerian Used,2003,Gray,1800,NULL,"₦ 2,310,000"
Nissan,Pathfinder,346146,Nigerian Used,2007,Silver,4000,NULL,"₦ 1,995,000"
Honda,Accord,199349,Nigerian Used,2003,Gray,2400,NULL,"₦ 1,976,000"
Toyota,Sequoia,87187,Nigerian Used,2007,Black,4700,NULL,"₦ 2,467,500"
Toyota,Corolla,146107,Nigerian Used,2010,Silver,1800,NULL,"₦ 3,536,000"
Lexus,IS,208056,Nigerian Used,2009,Black,2500,6,"₦ 3,360,000"
Toyota,Corolla,227085,Nigerian Used,2004,Gold,1800,NULL,"₦ 2,080,000"
Toyota,Corolla,142117,Nigerian Used,2007,Red,1800,NULL,"₦ 2,600,000"
Toyota,Corolla,239881,Nigerian Used,2004,Silver,1800,NULL,"₦ 2,704,000"
Toyota,Camry,235356,Nigerian Used,2005,Blue,2400,4,"₦ 1,890,000"
Toyota,Prius,303692,Nigerian Used,2010,Gold,1800,NULL,"₦ 3,200,000"
Toyota,Highlander,51789,Nigerian Used,2017,Black,3500,NULL,"₦ 15,225,000"
Toyota,Sienna,151955,Nigerian Used,2011,Gold,3500,NULL,"₦ 5,250,000"
Honda,Accord,239839,Nigerian Used,2008,Red,3000,NULL,"₦ 2,912,000"
Toyota,Corolla,204038,Nigerian Used,2009,Gray,1800,NULL,"₦ 2,520,000"
Toyota,Camry,338043,Nigerian Used,2002,Silver,2400,NULL,"₦ 2,080,000"
Nissan,Altima,242366,Nigerian Used,2008,White,2500,4,"₦ 1,890,000"
Mazda,6,331987,Nigerian Used,2003,Gray,1800,NULL,"₦ 2,310,000"
Lexus,RX 300,126468,Nigerian Used,2000,Black,3000,NULL,"₦ 2,548,000"
Toyota,Camry,251781,Nigerian Used,2003,Gold,2400,NULL,"₦ 2,392,000"
Honda,Accord,239839,Nigerian Used,2008,Red,3000,NULL,"₦ 2,912,000"
Toyota,Highlander,121997,Foreign Used,2013,Blue,3500,6,"₦ 9,975,000"
Toyota,Highlander,171029,Nigerian Used,2005,Black,3300,6,"₦ 2,940,000"
Lexus,ES,115278,Nigerian Used,2004,Red,3300,NULL,"₦ 2,600,000"
Honda,CR-V,154313,Nigerian Used,2007,Gold,2400,NULL,"₦ 4,160,000"
Toyota,Camry,338043,Nigerian Used,2002,Silver,2400,NULL,"₦ 2,080,000"
Toyota,Corolla,168759,Nigerian Used,2006,Blue,1800,NULL,"₦ 1,890,000"
Toyota,Camry,417361,Foreign Used,2007,Gray,2400,NULL,"₦ 2,635,000"
Toyota,Corolla,142117,Nigerian Used,2007,Red,1800,NULL,"₦ 2,600,000"
Mercedes-Benz,C300,91305,Nigerian Used,2012,White,3000,NULL,"₦ 3,675,000"
Mercedes-Benz,GLK-Class,264033,Nigerian Used,2011,Black,3500,NULL,"₦ 7,540,000"
Honda,Accord,116982,Nigerian Used,2008,Silver,2400,NULL,"₦ 2,704,000"
Mazda,CX-7,136320,Nigerian Used,2007,Blue,2300,NULL,"₦ 2,100,000"
Toyota,Sienna,151955,Nigerian Used,2011,Gold,3500,NULL,"₦ 5,250,000"
Honda,Pilot,194887,Nigerian Used,2006,Black,3500,NULL,"₦ 2,600,000"
Toyota,Highlander,240130,Nigerian Used,2002,Blue,3500,NULL,"₦ 2,610,000"
Toyota,Avensis,309407,Foreign Used,2005,Gray,2200,NULL,"₦ 3,848,000"
Lexus,RX 330,394867,Nigerian Used,2004,Gray,3300,NULL,"₦ 4,680,000"
Toyota,Sienna,147074,Nigerian Used,1999,Gold,3500,NULL,"₦ 1,872,000"
Nissan,Almera,120746,Nigerian Used,2015,Silver,1500,NULL,"₦ 2,045,000"
Toyota,Camry,99072,Nigerian Used,2010,Silver,2500,NULL,"₦ 4,680,000"
Toyota,Camry,198558,Foreign Used,2007,Silver,2400,NULL,"₦ 2,940,000"
Toyota,Corolla,204610,Nigerian Used,2009,Gray,2400,NULL,"₦ 2,940,000"
Volvo,S80,395999,Nigerian Used,1999,Green,2400,NULL,"₦ 2,625,000"
Toyota,Corolla,242892,Nigerian Used,2003,Gray,1800,NULL,"₦ 2,392,000"
Lexus,RX 300,363665,Nigerian Used,2003,Blue,3000,NULL,"₦ 2,600,000"
Toyota,Corolla,299999,Nigerian Used,2004,Gray,1800,NULL,"₦ 2,496,000"
Toyota,Corolla,215997,Nigerian Used,2005,Blue,1800,NULL,"₦ 2,310,000"
Toyota,Highlander,394970,Nigerian Used,2004,Black,3000,NULL,"₦ 2,415,000"
Lexus,ES,165575,Nigerian Used,2008,Silver,3500,NULL,"₦ 4,368,000"
