brand,model,mileage,condition,year,color,engine_size,cylinder,price
Toyota,RAV4,318492,Nigerian Used,2001,Silver,2000,4,"₦ 1,365,000"
Lexus,ES,97872,Nigerian Used,2007,Black,3500,NULL,"₦ 3,150,000"
Peugeot,307,239688,Nigerian Used,2002,Silver,2000,NULL,"₦ 1,575,000"
Lexus,ES,229762,Nigerian Used,2007,Black,3500,6,"₦ 3,465,000"
Toyota,Corolla,232372,Nigerian Used,2012,Silver,1800,NULL,"₦ 2,100,000"
Honda,Accord,208331,Nigerian Used,2003,Black,2400,NULL,"₦ 1,302,000"
Mitsubishi,SpaceWagon,267221,Nigerian Used,2004,Gray,1600,NULL,"₦ 1,260,000"
Infiniti,FX,113756,Nigerian Used,2004,Silver,3500,NULL,"₦ 2,415,000"
Toyota,Corolla,223228,Nigerian Used,2004,Blue,1800,NULL,"₦ 1,575,000"
Mercedes-Benz,M Class,56481,Nigerian Used,2014,White,3500,NULL,"₦ 16,120,000"
Toyota,Yaris,200348,Nigerian Used,2008,Black,1300,NULL,"₦ 2,100,000"
Toyota,Yaris,135198,Foreign Used,2000,Green,1300,NULL,"₦ 1,575,000"
Toyota,Corolla,157102,Nigerian Used,2003,Silver,1800,NULL,"₦ 3,640,000"
Toyota,Corolla,106992,Nigerian Used,2005,Silver,1800,4,"₦ 1,785,000"
Toyota,Yaris,213675,Nigerian Used,2008,Silver,1300,4,"₦ 1,365,000"
Lexus,GX,325987,Nigerian Used,2003,Black,4700,NULL,"₦ 6,240,000"
Volvo,S80,272746,Nigerian Used,1999,Green,2900,NULL,"₦ 1,312,500"
Toyota,Corolla,223228,Nigerian Used,2004,Blue,1800,NULL,"₦ 1,575,000"
Toyota,Corolla,106992,Nigerian Used,2005,Silver,1800,4,"₦ 1,785,000"
Chevrolet,Aveo,63909,Nigerian Used,2011,Black,1500,NULL,"₦ 1,050,000"
Toyota,RAV4,318492,Nigerian Used,2001,Silver,2000,4,"₦ 1,365,000"
Toyota,Camry,270407,Nigerian Used,2001,Green,2400,NULL,"₦ 1,260,000"
Toyota,Corolla,98840,Nigerian Used,2010,Red,1800,4,"₦ 3,640,000"
Volkswagen,Passat,265644,Nigerian Used,2010,Silver,2000,NULL,"₦ 2,415,000"
Nissan,Sunny,185315,Nigerian Used,2010,White,1600,NULL,"₦ 1,260,000"
Toyota,Sienna,335088,Nigerian Used,2006,Silver,3300,NULL,"₦ 1,425,000"
Toyota,Corolla,232372,Nigerian Used,2012,Silver,1800,NULL,"₦ 2,100,000"
Toyota,Camry,146626,Nigerian Used,2006,Black,2400,NULL,"₦ 2,105,750"
Toyota,Highlander,118006,Nigerian Used,2003,Green,3000,NULL,"₦ 3,328,000"
Mercedes-Benz,GLK-Class,84767,Nigerian Used,2011,Black,5500,NULL,"₦ 5,250,000"
Honda,Accord,281871,Nigerian Used,2008,Gray,2400,NULL,"₦ 2,173,500"
Kia,Soul,210169,Nigerian Used,2013,Silver,1600,NULL,"₦ 1,300,000"
Toyota,Camry,300001,Foreign Used,2002,Green,2400,NULL,"₦ 2,940,000"
Ford,Explorer,181295,Nigerian Used,2001,Gold,4000,NULL,"₦ 3,675,000"
Toyota,Yaris,135198,Foreign Used,2000,Green,1300,NULL,"₦ 1,575,000"
Audi,A4,298726,Nigerian Used,1995,Gray,1600,NULL,"₦ 1,470,000"
Hyundai,Elantra,106264,Nigerian Used,2003,Gold,2000,NULL,"₦ 1,260,000"
Honda,Accord,187793,Nigerian Used,2003,Gold,2400,NULL,"₦ 1,456,000"
Toyota,Corolla,204392,Nigerian Used,2003,Red,1800,NULL,"₦ 2,100,000"
Toyota,Camry,278412,Nigerian Used,2000,Red,1400,NULL,"₦ 1,260,000"
Toyota,Corolla,223938,Nigerian Used,2005,Blue,1800,NULL,"₦ 3,120,000"
Honda,Element,148773,Nigerian Used,2006,Silver,2400,4,"₦ 2,100,000"
Toyota,Camry,327503,Nigerian Used,2000,Gold,2200,NULL,"₦ 1,456,000"
Nissan,Sentra,229742,Nigerian Used,2003,Gold,1800,NULL,"₦ 1,050,000"
Hyundai,Sonata,155935,Nigerian Used,2012,Red,2400,NULL,"₦ 3,810,000"
Lexus,IS,421038,Nigerian Used,1999,Silver,3000,6,"₦ 1,575,000"
Toyota,Camry,300001,Foreign Used,2002,Green,2400,NULL,"₦ 2,940,000"
Toyota,Avensis,274044,Nigerian Used,2007,Black,1800,NULL,"₦ 2,310,000"
Mercedes-Benz,GLK-Class,84767,Nigerian Used,2011,Black,5500,NULL,"₦ 5,250,000"
Volkswagen,Passat,265644,Nigerian Used,2010,Silver,2000,NULL,"₦ 2,415,000"
Toyota,Corolla,98840,Nigerian Used,2010,Red,1800,4,"₦ 3,640,000"
Peugeot,206,170829,Foreign Used,2005,Blue,1800,NULL,"₦ 1,653,750"
Toyota,Avensis,146331,Nigerian Used,2003,Black,2000,NULL,"₦ 1,470,000"
Ford,Edge,307057,Nigerian Used,2007,Gray,3500,NULL,"₦ 2,100,000"
Toyota,Corolla,218772,Nigerian Used,2007,Black,1800,4,"₦ 1,785,000"
Toyota,Corolla,204392,Nigerian Used,2003,Red,1800,NULL,"₦ 2,100,000"
Toyota,Camry,367668,Nigerian Used,2003,Blue,2400,NULL,"₦ 1,785,000"
Toyota,Camry,146626,Nigerian Used,2006,Black,2400,NULL,"₦ 2,105,750"
Lexus,RX 350,281507,Nigerian Used,2008,Gray,3500,NULL,"₦ 4,940,000"
Honda,Accord,208503,Foreign Used,2005,Gray,2400,NULL,"₦ 2,520,000"
Toyota,Camry,158334,Foreign Used,2007,Black,3500,NULL,"₦ 3,990,000"
Toyota,Highlander,118006,Nigerian Used,2003,Green,3000,NULL,"₦ 3,328,000"
Nissan,Altima,241606,Nigerian Used,2007,Black,2500,NULL,"₦ 2,940,000"
Toyota,Corolla,223938,Nigerian Used,2005,Blue,1800,NULL,"₦ 3,120,000"
Ford,Explorer,181295,Nigerian Used,2001,Gold,4000,NULL,"₦ 3,675,000"
Mitsubishi,Outlander,162858,Nigerian Used,2006,White,2400,NULL,"₦ 1,470,000"
Nissan,Altima,183215,Nigerian Used,2000,Burgandy,1800,NULL,"₦ 1,050,000"
Toyota,Camry,169887,Nigerian Used,2007,Gray,2400,NULL,"₦ 2,625,000"
Volkswagen,Passat,201489,Nigerian Used,2009,Black,1800,NULL,"₦ 1,260,000"
Ford,Expedition,211260,Nigerian Used,2005,Green,5400,NULL,"₦ 2,100,000"
Honda,Accord,239787,Nigerian Used,2003,Gold,2400,NULL,"₦ 1,664,000"
Honda,Accord,263115,Nigerian Used,2005,Red,2500,NULL,"₦ 1,260,000"
Toyota,Camry,294389,Nigerian Used,2003,Black,2400,NULL,"₦ 1,575,000"
Nissan,Xterra,222777,Nigerian Used,2007,Gray,4000,NULL,"₦ 3,465,000"
Toyota,Corolla,259112,Nigerian Used,2010,Black,1800,NULL,"₦ 1,575,000"
Toyota,Camry,353147,Nigerian Used,2008,Silver,2400,NULL,"₦ 2,730,000"
Nissan,Sentra,125349,Nigerian Used,2010,Black,2000,NULL,"₦ 1,575,000"
Honda,Pilot,153312,Nigerian Used,2009,Black,3500,NULL,"₦ 3,675,000"
Toyota,Camry,417054,Nigerian Used,1999,Gray,2200,NULL,"₦ 1,560,000"
Mitsubishi,Outlander,162858,Nigerian Used,2006,White,2400,NULL,"₦ 1,470,000"
Honda,Accord,208503,Foreign Used,2005,Gray,2400,NULL,"₦ 2,520,000"
Toyota,RAV4,126795,Nigerian Used,2005,Black,2400,NULL,"₦ 2,205,000"
Jaguar,S-Type,408910,Nigerian Used,2000,Silver,3000,NULL,"₦ 1,905,000"
BMW,3 Series,222127,Nigerian Used,2007,Black,3000,NULL,"₦ 1,800,000"
Toyota,4-Runner,93037,Nigerian Used,2008,Red,4000,6,"₦ 5,400,000"
Toyota,Corolla,40396,Nigerian Used,2014,Gray,1800,NULL,"₦ 5,008,500"
Mercedes-Benz,GLA 250,98233,Foreign Used,2015,Gray,2400,NULL,"₦ 16,640,000"
Toyota,Camry,115313,Nigerian Used,2002,Black,3000,NULL,"₦ 1,976,000"
Toyota,RAV4,190590,Nigerian Used,2008,Silver,2500,NULL,"₦ 3,260,250"
Lexus,RX 350,48009,Nigerian Used,2017,White,3500,NULL,"₦ 26,250,000"
Lexus,RX 350,136195,Nigerian Used,2011,Silver,3500,NULL,"₦ 9,360,000"
Toyota,Yaris,232115,Nigerian Used,2007,Blue,1300,NULL,"₦ 1,785,000"
Volkswagen,Passat,246783,Nigerian Used,1997,Black,1800,NULL,"₦ 1,050,000"
Toyota,Hilux,218751,Nigerian Used,2007,Green,2700,NULL,"₦ 4,200,000"
Toyota,Camry,148600,Nigerian Used,2009,Blue,2400,NULL,"₦ 2,929,500"
Toyota,Corolla,80225,Nigerian Used,2009,Gray,1800,4,"₦ 2,625,000"
Lexus,RX 330,213521,Nigerian Used,2004,Silver,3500,NULL,"₦ 2,730,000"
Ford,Edge,284713,Nigerian Used,2010,Black,3500,NULL,"₦ 2,835,000"
Honda,Accord,1237,Nigerian Used,2004,White,3000,NULL,"₦ 1,560,000"
Honda,Accord,1237,Nigerian Used,2004,White,3000,NULL,"₦ 1,560,000"
Toyota,Camry,67894,Nigerian Used,2012,Gray,2500,NULL,"₦ 3,990,000"
Toyota,RAV4,235003,Nigerian Used,2007,Silver,3500,NULL,"₦ 3,045,000"
Nissan,Primera,147388,Nigerian Used,1996,Silver,1600,NULL,"₦ 1,050,000"
Mercedes-Benz,C240,271341,Nigerian Used,2003,Gold,2600,NULL,"₦ 1,768,000"
Lexus,IS,305497,Foreign Used,2007,Gray,2500,NULL,"₦ 3,465,000"
Volkswagen,Jetta,106593,Nigerian Used,2007,Gold,1600,NULL,"₦ 1,680,000"
Jeep,Liberty,289211,Nigerian Used,2005,Black,3700,NULL,"₦ 1,050,000"
Honda,Accord,221275,Nigerian Used,2007,Silver,2400,NULL,"₦ 1,470,000"
Honda,Odyssey,133727,Nigerian Used,2002,Silver,3500,NULL,"₦ 1,365,000"
Toyota,Solara,226210,Nigerian Used,2000,Black,1800,NULL,"₦ 1,050,000"
Toyota,Corolla Verso,281517,Foreign Used,2005,Silver,1800,NULL,"₦ 3,675,000"
Toyota,Sienna,254534,Nigerian Used,2004,Silver,3300,NULL,"₦ 3,375,000"
Honda,Accord,225481,Nigerian Used,2003,White,2400,NULL,"₦ 1,560,000"
Honda,Civic,530335,Nigerian Used,2005,Gray,1700,4,"₦ 1,560,000"
Kia,Rio,34062,Nigerian Used,2012,Blue,1400,NULL,"₦ 1,260,000"
Toyota,Corolla,138366,Foreign Used,2009,Black,1800,NULL,"₦ 4,410,000"
Mercedes-Benz,C230,2782,Nigerian Used,2000,Silver,2000,NULL,"₦ 1,470,000"
Toyota,Echo,165811,Nigerian Used,2004,Silver,1500,NULL,"₦ 1,680,000"
Mercedes-Benz,M Class,95334,Nigerian Used,2011,Gray,3500,NULL,"₦ 5,565,000"
Ford,Edge,290102,Nigerian Used,2008,Gray,3500,NULL,"₦ 1,275,000"
Toyota,Camry,259084,Nigerian Used,2005,Gray,2400,NULL,"₦ 1,890,000"
Toyota,Corolla,173429,Nigerian Used,2006,Silver,1800,NULL,"₦ 1,890,000"
Honda,Pilot,140472,Nigerian Used,2004,Silver,3500,NULL,"₦ 1,260,000"
Mazda,CX-9,209593,Nigerian Used,2010,White,3700,NULL,"₦ 3,675,000"
Kia,Rio,78345,Nigerian Used,2014,Brown,1800,NULL,"₦ 3,848,000"
BMW,318i,167897,Nigerian Used,2008,Black,2700,NULL,"₦ 1,942,500"
Hyundai,Sonata,212144,Nigerian Used,2007,Gray,3300,NULL,"₦ 1,365,000"
Toyota,Corolla,173429,Nigerian Used,2006,Silver,1800,NULL,"₦ 1,890,000"
Mercedes-Benz,C230,480885,Nigerian Used,1998,White,2300,NULL,"₦ 1,050,000"
Toyota,Corolla,252121,Nigerian Used,2006,Blue,1800,NULL,"₦ 1,664,000"
Kia,Rio,78345,Nigerian Used,2014,Brown,1800,NULL,"₦ 3,848,000"
Kia,Cerato,88701,Nigerian Used,2013,Silver,1600,NULL,"₦ 2,310,000"
Toyota,RAV4,111428,Nigerian Used,2010,Silver,2400,NULL,"₦ 3,360,000"
Mazda,3,225389,Nigerian Used,2004,Blue,2300,NULL,"₦ 1,890,000"
Toyota,Camry,148313,Foreign Used,2012,Brown,3500,NULL,"₦ 6,500,000"
Volkswagen,Jetta,237332,Nigerian Used,2001,Black,2000,NULL,"₦ 1,050,000"
Mazda,CX-9,209593,Nigerian Used,2010,White,3700,NULL,"₦ 3,675,000"
Honda,Civic,137387,Nigerian Used,2008,Black,1800,NULL,"₦ 1,175,000"
Kia,Sedona,278559,Foreign Used,2006,White,3800,NULL,"₦ 3,360,000"
Toyota,Camry,259084,Nigerian Used,2005,Gray,2400,NULL,"₦ 1,890,000"
Toyota,Camry,148600,Nigerian Used,2009,Blue,2400,NULL,"₦ 2,929,500"
Toyota,Corolla,289458,Nigerian Used,2009,Silver,1800,NULL,"₦ 4,472,000"
Jaguar,XJ,257129,Foreign Used,2011,Black,5000,6,"₦ 10,500,000"
Nissan,Rogue,233697,Nigerian Used,2012,Black,2500,NULL,"₦ 3,047,625"
Volkswagen,Vento,354245,Nigerian Used,1992,White,2000,NULL,"₦ 1,575,000"
Honda,Accord,246676,Foreign Used,2007,Gold,2400,4,"₦ 2,310,000"
Honda,Civic,224532,Nigerian Used,2006,Blue,1800,NULL,"₦ 2,028,000"
Toyota,Camry,341093,Nigerian Used,2002,Gold,2400,NULL,"₦ 1,365,000"
BMW,325i,371149,Nigerian Used,2003,Gray,3000,NULL,"₦ 1,995,000"
Mazda,CX-9,93246,Foreign Used,2008,Red,3700,NULL,"₦ 5,000,000"
Hyundai,Sonata,374028,Nigerian Used,2007,Silver,2400,6,"₦ 1,260,000"
Honda,Odyssey,510090,Nigerian Used,2000,Gray,3500,NULL,"₦ 1,575,000"
Volkswagen,Jetta,170188,Nigerian Used,2007,Black,2500,NULL,"₦ 2,310,000"
Mazda,CX-7,278583,Foreign Used,2008,Black,2300,NULL,"₦ 1,785,000"
Mercedes-Benz,M Class,147788,Nigerian Used,2007,Silver,3500,6,"₦ 3,570,000"
Toyota,Tacoma,200494,Nigerian Used,2005,Silver,2500,NULL,"₦ 4,725,000"
Mercedes-Benz,C300,307354,Nigerian Used,2008,Black,3500,NULL,"₦ 3,465,000"
Volkswagen,Passat,266546,Nigerian Used,2004,Gray,1800,NULL,"₦ 1,365,000"
Toyota,Corolla,231749,Nigerian Used,2006,Red,1800,NULL,"₦ 2,310,000"
Peugeot,607,278206,Nigerian Used,2004,Blue,2000,NULL,"₦ 2,100,000"
Toyota,Corolla,251272,Nigerian Used,2007,Silver,1600,NULL,"₦ 1,470,000"
Honda,Civic,166341,Nigerian Used,2008,Black,2000,4,"₦ 3,328,000"
Honda,Accord,56564,Nigerian Used,2011,White,3500,NULL,"₦ 2,404,500"
Volkswagen,Polo,130829,Nigerian Used,2013,Silver,1600,NULL,"₦ 1,890,000"
Honda,City,220454,Nigerian Used,2010,Black,1800,NULL,"₦ 2,100,000"
Honda,Accord,194038,Nigerian Used,2009,Black,2400,NULL,"₦ 2,310,000"
Toyota,Camry,181596,Foreign Used,2008,White,3300,NULL,"₦ 4,158,000"
Lexus,ES,158587,Nigerian Used,2011,Silver,3500,6,"₦ 4,515,000"
Peugeot,607,248404,Nigerian Used,2009,Gray,2200,NULL,"₦ 2,625,000"
Toyota,Camry,53745,Nigerian Used,2008,Silver,2400,NULL,"₦ 2,475,000"
Honda,Accord,56564,Nigerian Used,2011,White,3500,NULL,"₦ 2,404,500"
Honda,City,220454,Nigerian Used,2010,Black,1800,NULL,"₦ 2,100,000"
Toyota,Camry,53745,Nigerian Used,2008,Silver,2400,NULL,"₦ 2,475,000"
Rover,75,151413,Nigerian Used,2000,Beige,3000,NULL,"₦ 1,050,000"
Toyota,Camry,333822,Nigerian Used,2004,Blue,2400,4,"₦ 1,984,500"
Volkswagen,Polo,130829,Nigerian Used,2013,Silver,1600,NULL,"₦ 1,890,000"
Toyota,Corolla,259029,Nigerian Used,2007,Black,1800,NULL,"₦ 1,470,000"
Honda,Accord,205867,Nigerian Used,2008,Gold,2400,NULL,"₦ 2,328,750"
Volkswagen,Golf,276256,Foreign Used,2001,Silver,1600,NULL,"₦ 2,025,000"
Peugeot,607,278206,Nigerian Used,2004,Blue,2000,NULL,"₦ 2,100,000"
Lexus,GX,192551,Nigerian Used,2010,Gray,4600,8,"₦ 14,377,500"
Honda,Accord,194038,Nigerian Used,2009,Black,2400,NULL,"₦ 2,310,000"
Toyota,Camry,341093,Nigerian Used,2002,Gold,2400,NULL,"₦ 1,365,000"
Honda,Pilot,171666,Nigerian Used,2006,Gray,3500,NULL,"₦ 2,100,000"
Peugeot,406,999999,Nigerian Used,2001,Silver,1700,NULL,"₦ 1,155,000"
Honda,Accord,361798,Nigerian Used,2003,Gray,2400,NULL,"₦ 1,010,000"
Mercedes-Benz,C300,102559,Nigerian Used,2012,Black,3000,NULL,"₦ 4,200,000"
Honda,Pilot,373685,Nigerian Used,2003,Silver,3500,NULL,"₦ 1,680,000"
Honda,Pilot,171666,Nigerian Used,2006,Gray,3500,NULL,"₦ 2,100,000"
Toyota,Camry,102263,Nigerian Used,2013,Red,2500,4,"₦ 3,600,000"
Volkswagen,Golf,276256,Foreign Used,2001,Silver,1600,NULL,"₦ 2,025,000"
Peugeot,307,283600,Nigerian Used,2009,Gold,2000,NULL,"₦ 1,470,000"
Lexus,RX 350,153833,Nigerian Used,2008,Black,3500,NULL,"₦ 4,305,000"
Toyota,Corolla,405472,Nigerian Used,2002,Black,1800,NULL,"₦ 1,050,000"
Toyota,Corolla,207252,Nigerian Used,2006,Blue,1800,NULL,"₦ 1,365,000"
BMW,328i,282765,Nigerian Used,2007,Gold,3000,NULL,"₦ 2,625,000"
Toyota,Sienna,118883,Nigerian Used,1999,Gold,3000,NULL,"₦ 1,560,000"
Toyota,Corolla,220471,Nigerian Used,2010,Silver,1800,NULL,"₦ 3,900,000"
Honda,Civic,348097,Nigerian Used,2007,Gray,1800,NULL,"₦ 1,768,000"
Toyota,Camry,477811,Nigerian Used,1997,Gold,2500,NULL,"₦ 1,365,000"
Toyota,Matrix,160876,Nigerian Used,2007,Red,1800,NULL,"₦ 2,250,000"
Toyota,Corolla,207252,Nigerian Used,2006,Blue,1800,NULL,"₦ 1,365,000"
Hyundai,Elantra,126493,Nigerian Used,2008,Black,2000,NULL,"₦ 2,600,000"
Mercedes-Benz,CLA-Class,204491,Nigerian Used,2014,Black,2400,NULL,"₦ 8,550,000"
Toyota,Camry,333546,Nigerian Used,1997,Blue,3200,NULL,"₦ 1,050,000"
Toyota,Sienna,213880,Nigerian Used,2000,White,3000,NULL,"₦ 1,575,000"
Honda,CR-V,425480,Nigerian Used,2000,Silver,2000,4,"₦ 1,248,000"
Toyota,Camry,102263,Nigerian Used,2013,Red,2500,4,"₦ 3,600,000"
Honda,Civic,348097,Nigerian Used,2007,Gray,1800,NULL,"₦ 1,768,000"
Mazda,MPV,189610,Nigerian Used,2002,Silver,3000,4,"₦ 1,575,000"
Toyota,Corolla,405472,Nigerian Used,2002,Black,1800,NULL,"₦ 1,050,000"
Honda,Civic,147631,Nigerian Used,2007,Silver,1300,NULL,"₦ 1,554,000"
Mercedes-Benz,C300,200818,Nigerian Used,2015,Black,2000,NULL,"₦ 10,125,000"
Toyota,Highlander,162621,Foreign Used,2010,Black,3500,NULL,"₦ 9,562,500"
Toyota,Corolla,87618,Nigerian Used,2005,Gray,1800,4,"₦ 2,205,000"
Honda,Accord Crosstour,54097,Nigerian Used,2010,Black,3500,NULL,"₦ 4,784,000"
Lexus,ES,146223,Nigerian Used,2007,Black,3500,NULL,"₦ 4,732,000"
Toyota,Corolla,99906,Nigerian Used,2004,Silver,1800,NULL,"₦ 3,640,000"
Lexus,ES,193460,Nigerian Used,2007,Silver,3500,NULL,"₦ 4,160,000"
Toyota,Land Cruiser Prado,149674,Nigerian Used,2014,Black,2700,4,"₦ 16,800,000"
Toyota,Camry,92360,Nigerian Used,2015,Gray,2500,4,"₦ 6,800,000"
Toyota,Sienna,500544,Foreign Used,2007,White,3500,6,"₦ 5,720,000"
Toyota,RAV4,109651,Nigerian Used,2007,Silver,3500,4,"₦ 4,056,000"
Toyota,Camry,322278,Nigerian Used,2007,Gray,3500,NULL,"₦ 3,852,000"
Lexus,ES,158587,Nigerian Used,2011,Silver,3500,6,"₦ 4,515,000"
Toyota,Camry,373194,Nigerian Used,2007,Gold,2400,NULL,"₦ 2,935,000"
Lexus,ES,292932,Nigerian Used,2003,Beige,3300,6,"₦ 2,310,000"
Mitsubishi,Pajero,162472,Nigerian Used,2013,Black,3500,NULL,"₦ 5,565,000"
Toyota,Sequoia,277582,Nigerian Used,2001,Purple,4700,NULL,"₦ 2,625,000"
Mercedes-Benz,GLA-Class,90298,Nigerian Used,2017,White,2000,NULL,"₦ 14,700,000"
Toyota,Camry,536446,Nigerian Used,1997,Black,2200,NULL,"₦ 1,252,500"
Toyota,Camry,214211,Nigerian Used,2004,Blue,2400,NULL,"₦ 1,575,000"
Honda,Odyssey,186773,Nigerian Used,2005,Silver,35000,4,"₦ 2,310,000"
Toyota,Camry,114262,Nigerian Used,2008,Silver,3500,NULL,"₦ 3,848,000"
Peugeot,207,769765,Nigerian Used,2010,Gray,1600,NULL,"₦ 997,500"
Honda,Accord,212450,Nigerian Used,2003,Silver,2400,NULL,"₦ 1,012,500"
Lexus,ES,311357,Nigerian Used,2005,Gray,3300,NULL,"₦ 3,140,000"
Kia,Rio,201633,Nigerian Used,2005,Silver,1400,NULL,"₦ 840,000"
Lexus,ES,121262,Foreign Used,2013,White,3500,NULL,"₦ 10,080,000"
Honda,CR-V,346418,Nigerian Used,1999,Black,2000,NULL,"₦ 748,000"
Toyota,Corolla,350248,Nigerian Used,1997,Silver,1800,NULL,"₦ 1,575,000"
Honda,Pilot,327622,Nigerian Used,2003,Gray,3500,6,"₦ 1,687,500"
Hyundai,Sonata,175511,Nigerian Used,2018,Silver,2400,4,"₦ 5,985,000"
Honda,Accord,218415,Nigerian Used,2005,Gray,2400,NULL,"₦ 2,288,000"
Hyundai,Sonata,238262,Nigerian Used,2012,Blue,2400,NULL,"₦ 4,160,000"
Honda,Accord,344809,Nigerian Used,2006,Silver,2000,NULL,"₦ 2,025,000"
Honda,Accord,151053,Nigerian Used,2006,Blue,2400,NULL,"₦ 1,512,000"
Audi,Q7,29378,Foreign Used,2019,Gold,3000,NULL,"₦ 27,300,000"
Toyota,Camry,126159,Foreign Used,2012,Red,2500,NULL,"₦ 6,760,000"
Hyundai,Elantra,382771,Nigerian Used,2005,Silver,2000,NULL,"₦ 945,000"
Toyota,Camry,139479,Nigerian Used,2007,Blue,3500,6,"₦ 3,120,000"
Lexus,ES,302470,Nigerian Used,2007,Gray,3500,NULL,"₦ 3,465,000"
Mercedes-Benz,GL-Class,142225,Nigerian Used,2013,Silver,4700,NULL,"₦ 15,600,000"
Honda,City,357519,Nigerian Used,2007,Gray,1600,NULL,"₦ 945,000"
Toyota,Camry,409927,Foreign Used,1998,Green,2000,NULL,"₦ 997,500"
Toyota,Camry,444274,Nigerian Used,2000,Silver,2200,NULL,"₦ 785,000"
Ford,Edge,42856,Nigerian Used,2013,Black,3500,NULL,"₦ 4,992,000"
Toyota,Camry,220877,Nigerian Used,2004,Gold,2400,NULL,"₦ 2,808,000"
Mercedes-Benz,C300,142379,Nigerian Used,2010,White,3500,NULL,"₦ 3,780,000"
Toyota,Corolla,102422,Nigerian Used,2012,Gray,1800,NULL,"₦ 2,940,000"
Toyota,Camry,220048,Nigerian Used,1999,Gray,2200,NULL,"₦ 945,000"
Hyundai,Sonata,129652,Nigerian Used,2007,Black,3300,NULL,"₦ 2,025,000"
Nissan,Sentra,85459,Nigerian Used,2007,Gray,1800,4,"₦ 840,000"
Honda,CR-V,223359,Nigerian Used,1998,Blue,2400,NULL,"₦ 892,500"
Toyota,Camry,283760,Nigerian Used,2004,Gray,2400,4,"₦ 2,288,000"
Honda,Pilot,172542,Nigerian Used,2005,Silver,3500,NULL,"₦ 2,288,000"
Lexus,ES,502157,Nigerian Used,2008,Gold,3500,6,"₦ 5,720,000"
Toyota,Camry,115797,Nigerian Used,2012,Red,2400,NULL,"₦ 6,240,000"
Mercedes-Benz,E350,275116,Foreign Used,2010,Black,3500,6,"₦ 6,300,000"
Chevrolet,Aveo,110005,Nigerian Used,2006,Blue,1500,NULL,"₦ 840,000"
Kia,Rio,156218,Nigerian Used,2008,Black,1400,NULL,"₦ 840,000"
GAC,GS4,20569,Nigerian Used,2019,Black,2000,NULL,"₦ 11,550,000"
Volkswagen,Golf,344472,Nigerian Used,1999,Blue,2200,NULL,"₦ 840,000"
Kia,Rio,256331,Nigerian Used,2008,Black,1600,NULL,"₦ 997,500"
Toyota,Camry,159159,Nigerian Used,2007,Gold,2400,NULL,"₦ 3,640,000"
Toyota,Camry,331424,Foreign Used,2011,Gray,2500,4,"₦ 5,040,000"
Lexus,ES,100163,Nigerian Used,2007,Gold,3500,NULL,"₦ 7,280,000"
Kia,Rio,295416,Nigerian Used,2009,Black,1500,NULL,"₦ 735,000"
Hyundai,Accent,134394,Nigerian Used,2012,Silver,1600,NULL,"₦ 1,300,000"
Honda,Accord,261366,Nigerian Used,2005,Blue,2000,NULL,"₦ 945,000"
Nissan,Primera,215346,Nigerian Used,2000,Red,2400,4,"₦ 735,000"
Mercedes-Benz,GL-Class,252873,Nigerian Used,2008,Black,4600,8,"₦ 5,720,000"
Nissan,Primera,292500,Nigerian Used,1997,Black,1400,NULL,"₦ 792,500"
Hyundai,Accent,45797,Nigerian Used,2016,Black,1400,4,"₦ 4,200,000"
Honda,Accord,231211,Nigerian Used,2001,Gold,2300,NULL,"₦ 988,000"
Honda,Accord,231211,Nigerian Used,2001,Gold,2300,NULL,"₦ 988,000"
Honda,Accord,270961,Nigerian Used,2001,Red,2300,NULL,"₦ 714,000"
Toyota,Highlander,81302,Foreign Used,2015,Red,3500,NULL,"₦ 15,120,000"
Volkswagen,Jetta,105933,Nigerian Used,2009,Blue,2500,NULL,"₦ 2,100,000"
Toyota,RAV4,295413,Nigerian Used,1994,Blue,1600,NULL,"₦ 840,000"
Honda,Civic,770038,Nigerian Used,2001,Blue,1700,4,"₦ 892,500"
Toyota,Venza,126257,Nigerian Used,2009,White,3500,NULL,"₦ 3,675,000"
Toyota,Camry,224686,Nigerian Used,2009,Gray,2400,NULL,"₦ 1,785,000"
Toyota,Hilux,24528,Nigerian Used,2010,Black,2000,4,"₦ 5,775,000"
Toyota,Sienna,147637,Nigerian Used,2004,White,3300,NULL,"₦ 3,120,000"
Toyota,Tundra,156511,Nigerian Used,2007,Brown,5700,NULL,"₦ 5,040,000"
Toyota,Tundra,114995,Nigerian Used,2007,Black,5700,8,"₦ 5,350,000"
Ford,Edge,130219,Nigerian Used,2013,Silver,3500,NULL,"₦ 4,668,000"
Mercedes-Benz,GLC-Class,59346,Foreign Used,2017,White,3500,NULL,"₦ 33,280,000"
Mercedes-Benz,GLC-Class,59346,Foreign Used,2017,White,3500,NULL,"₦ 33,280,000"
Toyota,Camry,78023,Nigerian Used,2007,Green,2400,NULL,"₦ 2,625,000"
Toyota,Camry,162791,Foreign Used,2011,Gray,2400,NULL,"₦ 4,305,000"
Toyota,Camry,380921,Foreign Used,2011,Gray,2500,NULL,"₦ 5,200,000"
Toyota,Sienna,142717,Nigerian Used,2012,Gold,3500,NULL,"₦ 5,250,000"
Hyundai,Sonata,178467,Nigerian Used,2011,Blue,2400,NULL,"₦ 3,432,000"
Hyundai,Sonata,221776,Foreign Used,2016,Blue,2400,NULL,"₦ 7,035,000"
